Bucket 1: 800 requests
Bucket 2: 800 requests
======================================================================
GRID SEARCH
======================================================================

--- Config: b1_shapes=4, b2_shapes=2, gen_range=3, batch_size=10 ---
--- Config: b1_shapes=4, b2_shapes=2, gen_range=20, batch_size=30 ---
  B1: cost=3.7133e+11, pad_ratio=0.0582, p95_lat=2.3441e+06ms, seq_timecost=1.5655e+08ms
  B2: cost=5.4030e+10, pad_ratio=0.1465, p95_lat=2.9381e+05ms, seq_timecost=2.0360e+07ms

--- Config: b1_shapes=4, b2_shapes=2, gen_range=20, batch_size=50 ---
  B1: cost=3.7552e+11, pad_ratio=0.0599, p95_lat=2.3441e+06ms, seq_timecost=1.5628e+08ms
  B2: cost=5.5097e+10, pad_ratio=0.1514, p95_lat=2.4961e+05ms, seq_timecost=1.9893e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=3, batch_size=10 ---
  B1: cost=3.2321e+11, pad_ratio=0.0504, p95_lat=2.0773e+06ms, seq_timecost=2.4770e+08ms
  B2: cost=4.5539e+10, pad_ratio=0.1352, p95_lat=2.0921e+05ms, seq_timecost=2.9229e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=3, batch_size=20 ---
  B1: cost=3.2323e+11, pad_ratio=0.0508, p95_lat=2.0773e+06ms, seq_timecost=2.4691e+08ms
  B2: cost=4.5616e+10, pad_ratio=0.1356, p95_lat=2.0921e+05ms, seq_timecost=2.8892e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=3, batch_size=30 ---
  B1: cost=3.2345e+11, pad_ratio=0.0510, p95_lat=2.0773e+06ms, seq_timecost=2.4672e+08ms
  B2: cost=4.5501e+10, pad_ratio=0.1357, p95_lat=2.0921e+05ms, seq_timecost=2.8815e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=3, batch_size=50 ---
  B1: cost=3.2343e+11, pad_ratio=0.0510, p95_lat=2.0773e+06ms, seq_timecost=2.4673e+08ms
  B2: cost=4.5910e+10, pad_ratio=0.1368, p95_lat=2.0921e+05ms, seq_timecost=2.8733e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=5, batch_size=10 ---
  B1: cost=3.2845e+11, pad_ratio=0.0513, p95_lat=2.0434e+06ms, seq_timecost=2.3131e+08ms
  B2: cost=4.6092e+10, pad_ratio=0.1364, p95_lat=2.1104e+05ms, seq_timecost=2.6999e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=5, batch_size=20 ---
  B1: cost=3.3113e+11, pad_ratio=0.0518, p95_lat=2.0434e+06ms, seq_timecost=2.3044e+08ms
  B2: cost=4.6229e+10, pad_ratio=0.1377, p95_lat=2.1104e+05ms, seq_timecost=2.6624e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=5, batch_size=30 ---
  B1: cost=3.3129e+11, pad_ratio=0.0522, p95_lat=2.0434e+06ms, seq_timecost=2.3019e+08ms
  B2: cost=4.6099e+10, pad_ratio=0.1378, p95_lat=2.1104e+05ms, seq_timecost=2.6552e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=5, batch_size=50 ---
  B1: cost=3.3136e+11, pad_ratio=0.0524, p95_lat=2.0434e+06ms, seq_timecost=2.3011e+08ms
  B2: cost=4.6645e+10, pad_ratio=0.1396, p95_lat=2.1104e+05ms, seq_timecost=2.6447e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=8, batch_size=10 ---
  B1: cost=3.4105e+11, pad_ratio=0.0522, p95_lat=2.1112e+06ms, seq_timecost=2.0703e+08ms
  B2: cost=4.6360e+10, pad_ratio=0.1374, p95_lat=2.1012e+05ms, seq_timecost=2.5743e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=8, batch_size=20 ---
  B1: cost=3.4467e+11, pad_ratio=0.0530, p95_lat=2.1112e+06ms, seq_timecost=2.0538e+08ms
  B2: cost=4.6726e+10, pad_ratio=0.1400, p95_lat=2.1012e+05ms, seq_timecost=2.5223e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=8, batch_size=30 ---
  B1: cost=3.4522e+11, pad_ratio=0.0536, p95_lat=2.1112e+06ms, seq_timecost=2.0515e+08ms
  B2: cost=4.6547e+10, pad_ratio=0.1402, p95_lat=2.1012e+05ms, seq_timecost=2.5165e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=8, batch_size=50 ---
  B1: cost=3.4553e+11, pad_ratio=0.0543, p95_lat=2.1112e+06ms, seq_timecost=2.0495e+08ms
  B2: cost=4.7198e+10, pad_ratio=0.1425, p95_lat=2.1012e+05ms, seq_timecost=2.5098e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=12, batch_size=10 ---
  B1: cost=3.4557e+11, pad_ratio=0.0534, p95_lat=2.1284e+06ms, seq_timecost=1.8359e+08ms
  B2: cost=4.6874e+10, pad_ratio=0.1389, p95_lat=2.4961e+05ms, seq_timecost=2.2981e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=12, batch_size=20 ---
  B1: cost=3.5197e+11, pad_ratio=0.0548, p95_lat=2.1284e+06ms, seq_timecost=1.8052e+08ms
  B2: cost=4.7467e+10, pad_ratio=0.1427, p95_lat=2.4961e+05ms, seq_timecost=2.2500e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=12, batch_size=30 ---
  B1: cost=3.5526e+11, pad_ratio=0.0557, p95_lat=2.1284e+06ms, seq_timecost=1.7998e+08ms
  B2: cost=4.7407e+10, pad_ratio=0.1441, p95_lat=2.4961e+05ms, seq_timecost=2.2317e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=12, batch_size=50 ---
  B1: cost=3.5567e+11, pad_ratio=0.0566, p95_lat=2.1284e+06ms, seq_timecost=1.7979e+08ms
  B2: cost=4.8377e+10, pad_ratio=0.1475, p95_lat=2.4961e+05ms, seq_timecost=2.2225e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=20, batch_size=10 ---
  B1: cost=3.5584e+11, pad_ratio=0.0544, p95_lat=2.3441e+06ms, seq_timecost=1.6147e+08ms
  B2: cost=4.7754e+10, pad_ratio=0.1417, p95_lat=2.4961e+05ms, seq_timecost=2.1282e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=20, batch_size=20 ---
  B1: cost=3.6840e+11, pad_ratio=0.0571, p95_lat=2.3441e+06ms, seq_timecost=1.5725e+08ms
  B2: cost=4.8348e+10, pad_ratio=0.1461, p95_lat=2.4961e+05ms, seq_timecost=2.0699e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=20, batch_size=30 ---
  B1: cost=3.7133e+11, pad_ratio=0.0582, p95_lat=2.3441e+06ms, seq_timecost=1.5655e+08ms
  B2: cost=4.8656e+10, pad_ratio=0.1484, p95_lat=2.4961e+05ms, seq_timecost=2.0670e+07ms

--- Config: b1_shapes=4, b2_shapes=3, gen_range=20, batch_size=50 ---
  B1: cost=3.7552e+11, pad_ratio=0.0599, p95_lat=2.3441e+06ms, seq_timecost=1.5628e+08ms
  B2: cost=5.0785e+10, pad_ratio=0.1573, p95_lat=2.4961e+05ms, seq_timecost=2.0601e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=3, batch_size=10 ---
  B1: cost=3.2321e+11, pad_ratio=0.0504, p95_lat=2.0773e+06ms, seq_timecost=2.4770e+08ms
  B2: cost=4.5414e+10, pad_ratio=0.1351, p95_lat=2.0921e+05ms, seq_timecost=2.9876e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=3, batch_size=20 ---
  B1: cost=3.2323e+11, pad_ratio=0.0508, p95_lat=2.0773e+06ms, seq_timecost=2.4691e+08ms
  B2: cost=4.5328e+10, pad_ratio=0.1355, p95_lat=2.0921e+05ms, seq_timecost=2.9591e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=3, batch_size=30 ---
  B1: cost=3.2345e+11, pad_ratio=0.0510, p95_lat=2.0773e+06ms, seq_timecost=2.4672e+08ms
  B2: cost=4.5453e+10, pad_ratio=0.1360, p95_lat=2.0921e+05ms, seq_timecost=2.9466e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=3, batch_size=50 ---
  B1: cost=3.2343e+11, pad_ratio=0.0510, p95_lat=2.0773e+06ms, seq_timecost=2.4673e+08ms
  B2: cost=4.5544e+10, pad_ratio=0.1367, p95_lat=2.0921e+05ms, seq_timecost=2.9423e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=5, batch_size=10 ---
  B1: cost=3.2845e+11, pad_ratio=0.0513, p95_lat=2.0434e+06ms, seq_timecost=2.3131e+08ms
  B2: cost=4.5892e+10, pad_ratio=0.1364, p95_lat=2.1104e+05ms, seq_timecost=2.7638e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=5, batch_size=20 ---
  B1: cost=3.3113e+11, pad_ratio=0.0518, p95_lat=2.0434e+06ms, seq_timecost=2.3044e+08ms
  B2: cost=4.5902e+10, pad_ratio=0.1374, p95_lat=2.1104e+05ms, seq_timecost=2.7351e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=5, batch_size=30 ---
  B1: cost=3.3129e+11, pad_ratio=0.0522, p95_lat=2.0434e+06ms, seq_timecost=2.3019e+08ms
  B2: cost=4.5984e+10, pad_ratio=0.1380, p95_lat=2.1104e+05ms, seq_timecost=2.7193e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=5, batch_size=50 ---
  B1: cost=3.3136e+11, pad_ratio=0.0524, p95_lat=2.0434e+06ms, seq_timecost=2.3011e+08ms
  B2: cost=4.6238e+10, pad_ratio=0.1394, p95_lat=2.1104e+05ms, seq_timecost=2.7143e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=8, batch_size=10 ---
  B1: cost=3.4105e+11, pad_ratio=0.0522, p95_lat=2.1112e+06ms, seq_timecost=2.0703e+08ms
  B2: cost=4.6210e+10, pad_ratio=0.1376, p95_lat=2.1012e+05ms, seq_timecost=2.6333e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=8, batch_size=20 ---
  B1: cost=3.4467e+11, pad_ratio=0.0530, p95_lat=2.1112e+06ms, seq_timecost=2.0538e+08ms
  B2: cost=4.6265e+10, pad_ratio=0.1395, p95_lat=2.1012e+05ms, seq_timecost=2.5893e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=8, batch_size=30 ---
  B1: cost=3.4522e+11, pad_ratio=0.0536, p95_lat=2.1112e+06ms, seq_timecost=2.0515e+08ms
  B2: cost=4.6396e+10, pad_ratio=0.1405, p95_lat=2.1012e+05ms, seq_timecost=2.5777e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=8, batch_size=50 ---
  B1: cost=3.4553e+11, pad_ratio=0.0543, p95_lat=2.1112e+06ms, seq_timecost=2.0495e+08ms
  B2: cost=4.6712e+10, pad_ratio=0.1421, p95_lat=2.1012e+05ms, seq_timecost=2.5744e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=12, batch_size=10 ---
  B1: cost=3.4557e+11, pad_ratio=0.0534, p95_lat=2.1284e+06ms, seq_timecost=1.8359e+08ms
  B2: cost=4.6556e+10, pad_ratio=0.1389, p95_lat=2.4961e+05ms, seq_timecost=2.3635e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=12, batch_size=20 ---
  B1: cost=3.5197e+11, pad_ratio=0.0548, p95_lat=2.1284e+06ms, seq_timecost=1.8052e+08ms
  B2: cost=4.6869e+10, pad_ratio=0.1422, p95_lat=2.4961e+05ms, seq_timecost=2.3176e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=12, batch_size=30 ---
  B1: cost=3.5526e+11, pad_ratio=0.0557, p95_lat=2.1284e+06ms, seq_timecost=1.7998e+08ms
  B2: cost=4.7003e+10, pad_ratio=0.1441, p95_lat=2.4961e+05ms, seq_timecost=2.2990e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=12, batch_size=50 ---
  B1: cost=3.5567e+11, pad_ratio=0.0566, p95_lat=2.1284e+06ms, seq_timecost=1.7979e+08ms
  B2: cost=4.7634e+10, pad_ratio=0.1468, p95_lat=2.4961e+05ms, seq_timecost=2.2864e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=20, batch_size=10 ---
  B1: cost=3.5584e+11, pad_ratio=0.0544, p95_lat=2.3441e+06ms, seq_timecost=1.6147e+08ms
  B2: cost=4.7468e+10, pad_ratio=0.1418, p95_lat=2.4961e+05ms, seq_timecost=2.2008e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=20, batch_size=20 ---
  B1: cost=3.6840e+11, pad_ratio=0.0571, p95_lat=2.3441e+06ms, seq_timecost=1.5725e+08ms
  B2: cost=4.8253e+10, pad_ratio=0.1470, p95_lat=2.4961e+05ms, seq_timecost=2.1480e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=20, batch_size=30 ---
  B1: cost=3.7133e+11, pad_ratio=0.0582, p95_lat=2.3441e+06ms, seq_timecost=1.5655e+08ms
  B2: cost=4.8409e+10, pad_ratio=0.1496, p95_lat=2.4961e+05ms, seq_timecost=2.1262e+07ms

--- Config: b1_shapes=4, b2_shapes=4, gen_range=20, batch_size=50 ---
  B1: cost=3.7552e+11, pad_ratio=0.0599, p95_lat=2.3441e+06ms, seq_timecost=1.5628e+08ms
  B2: cost=4.9866e+10, pad_ratio=0.1571, p95_lat=2.4961e+05ms, seq_timecost=2.1273e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=3, batch_size=10 ---
  B1: cost=3.0570e+11, pad_ratio=0.0504, p95_lat=2.0390e+06ms, seq_timecost=2.5233e+08ms
  B2: cost=4.8101e+10, pad_ratio=0.1351, p95_lat=1.9534e+05ms, seq_timecost=2.8019e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=3, batch_size=20 ---
  B1: cost=3.0778e+11, pad_ratio=0.0509, p95_lat=2.0390e+06ms, seq_timecost=2.5193e+08ms
  B2: cost=4.8548e+10, pad_ratio=0.1360, p95_lat=1.9534e+05ms, seq_timecost=2.7673e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=3, batch_size=30 ---
  B1: cost=3.0808e+11, pad_ratio=0.0509, p95_lat=2.0390e+06ms, seq_timecost=2.5184e+08ms
  B2: cost=4.8598e+10, pad_ratio=0.1359, p95_lat=1.9534e+05ms, seq_timecost=2.7594e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=3, batch_size=50 ---
  B1: cost=3.0808e+11, pad_ratio=0.0509, p95_lat=2.0390e+06ms, seq_timecost=2.5184e+08ms
  B2: cost=4.8972e+10, pad_ratio=0.1365, p95_lat=1.9534e+05ms, seq_timecost=2.7510e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=5, batch_size=10 ---
  B1: cost=3.0964e+11, pad_ratio=0.0512, p95_lat=2.0390e+06ms, seq_timecost=2.3468e+08ms
  B2: cost=4.8354e+10, pad_ratio=0.1360, p95_lat=2.0878e+05ms, seq_timecost=2.6451e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=5, batch_size=20 ---
  B1: cost=3.1220e+11, pad_ratio=0.0519, p95_lat=2.0390e+06ms, seq_timecost=2.3399e+08ms
  B2: cost=4.9493e+10, pad_ratio=0.1372, p95_lat=2.0878e+05ms, seq_timecost=2.6276e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=5, batch_size=30 ---
  B1: cost=3.1304e+11, pad_ratio=0.0522, p95_lat=2.0390e+06ms, seq_timecost=2.3390e+08ms
  B2: cost=4.9321e+10, pad_ratio=0.1378, p95_lat=2.0878e+05ms, seq_timecost=2.5962e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=5, batch_size=50 ---
  B1: cost=3.1297e+11, pad_ratio=0.0524, p95_lat=2.0390e+06ms, seq_timecost=2.3383e+08ms
  B2: cost=4.9816e+10, pad_ratio=0.1388, p95_lat=2.0878e+05ms, seq_timecost=2.5850e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=8, batch_size=10 ---
  B1: cost=3.1426e+11, pad_ratio=0.0522, p95_lat=2.0773e+06ms, seq_timecost=2.1421e+08ms
  B2: cost=4.9763e+10, pad_ratio=0.1372, p95_lat=2.0921e+05ms, seq_timecost=2.4500e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=8, batch_size=20 ---
  B1: cost=3.1647e+11, pad_ratio=0.0532, p95_lat=2.0773e+06ms, seq_timecost=2.1305e+08ms
  B2: cost=5.0682e+10, pad_ratio=0.1389, p95_lat=2.0921e+05ms, seq_timecost=2.3955e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=8, batch_size=30 ---
  B1: cost=3.1717e+11, pad_ratio=0.0537, p95_lat=2.0773e+06ms, seq_timecost=2.1285e+08ms
  B2: cost=5.0847e+10, pad_ratio=0.1400, p95_lat=2.0921e+05ms, seq_timecost=2.3764e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=8, batch_size=50 ---
  B1: cost=3.1750e+11, pad_ratio=0.0546, p95_lat=2.0773e+06ms, seq_timecost=2.1267e+08ms
  B2: cost=5.1422e+10, pad_ratio=0.1419, p95_lat=2.0921e+05ms, seq_timecost=2.3659e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=12, batch_size=10 ---
  B1: cost=3.1785e+11, pad_ratio=0.0533, p95_lat=2.1993e+06ms, seq_timecost=1.9185e+08ms
  B2: cost=5.0258e+10, pad_ratio=0.1388, p95_lat=2.4961e+05ms, seq_timecost=2.2968e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=12, batch_size=20 ---
  B1: cost=3.2257e+11, pad_ratio=0.0546, p95_lat=2.1993e+06ms, seq_timecost=1.9057e+08ms
  B2: cost=5.1610e+10, pad_ratio=0.1414, p95_lat=2.4961e+05ms, seq_timecost=2.2111e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=12, batch_size=30 ---
  B1: cost=3.2386e+11, pad_ratio=0.0556, p95_lat=2.1993e+06ms, seq_timecost=1.9030e+08ms
  B2: cost=5.1975e+10, pad_ratio=0.1431, p95_lat=2.4961e+05ms, seq_timecost=2.1939e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=12, batch_size=50 ---
  B1: cost=3.2438e+11, pad_ratio=0.0568, p95_lat=2.1993e+06ms, seq_timecost=1.9002e+08ms
  B2: cost=5.2664e+10, pad_ratio=0.1453, p95_lat=2.4961e+05ms, seq_timecost=2.1858e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=20, batch_size=10 ---
  B1: cost=3.2515e+11, pad_ratio=0.0546, p95_lat=2.1993e+06ms, seq_timecost=1.6371e+08ms
  B2: cost=5.1117e+10, pad_ratio=0.1407, p95_lat=2.4961e+05ms, seq_timecost=2.1004e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=20, batch_size=20 ---
  B1: cost=3.3342e+11, pad_ratio=0.0574, p95_lat=2.1993e+06ms, seq_timecost=1.6047e+08ms
  B2: cost=5.3631e+10, pad_ratio=0.1442, p95_lat=2.7567e+05ms, seq_timecost=2.0726e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=20, batch_size=30 ---
  B1: cost=3.3453e+11, pad_ratio=0.0583, p95_lat=2.1993e+06ms, seq_timecost=1.6005e+08ms
  B2: cost=5.4030e+10, pad_ratio=0.1465, p95_lat=2.9381e+05ms, seq_timecost=2.0360e+07ms

--- Config: b1_shapes=5, b2_shapes=2, gen_range=20, batch_size=50 ---
  B1: cost=3.3553e+11, pad_ratio=0.0601, p95_lat=2.1993e+06ms, seq_timecost=1.5968e+08ms
  B2: cost=5.5097e+10, pad_ratio=0.1514, p95_lat=2.4961e+05ms, seq_timecost=1.9893e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=3, batch_size=10 ---
  B1: cost=3.0570e+11, pad_ratio=0.0504, p95_lat=2.0390e+06ms, seq_timecost=2.5233e+08ms
  B2: cost=4.5539e+10, pad_ratio=0.1352, p95_lat=2.0921e+05ms, seq_timecost=2.9229e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=3, batch_size=20 ---
  B1: cost=3.0778e+11, pad_ratio=0.0509, p95_lat=2.0390e+06ms, seq_timecost=2.5193e+08ms
  B2: cost=4.5616e+10, pad_ratio=0.1356, p95_lat=2.0921e+05ms, seq_timecost=2.8892e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=3, batch_size=30 ---
  B1: cost=3.0808e+11, pad_ratio=0.0509, p95_lat=2.0390e+06ms, seq_timecost=2.5184e+08ms
  B2: cost=4.5501e+10, pad_ratio=0.1357, p95_lat=2.0921e+05ms, seq_timecost=2.8815e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=3, batch_size=50 ---
  B1: cost=3.0808e+11, pad_ratio=0.0509, p95_lat=2.0390e+06ms, seq_timecost=2.5184e+08ms
  B2: cost=4.5910e+10, pad_ratio=0.1368, p95_lat=2.0921e+05ms, seq_timecost=2.8733e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=5, batch_size=10 ---
  B1: cost=3.0964e+11, pad_ratio=0.0512, p95_lat=2.0390e+06ms, seq_timecost=2.3468e+08ms
  B2: cost=4.6092e+10, pad_ratio=0.1364, p95_lat=2.1104e+05ms, seq_timecost=2.6999e+07ms

--- Config: b1_shapes=5, b2_shapes=3, gen_range=5, batch_size=20 ---
  B1: cost=3.1220e+11, pad_ratio=0.0519, p95_lat=2.0390e+06ms, seq_timecost=2.3399e+08ms
  B2: cost=4.6229e+10, pad_ratio=0.1377, p95_lat=2.1104e+05ms, seq_timecost=2.6624e+07ms

