phase	row_index	arm_id	backend	backend_model	task_name	trial_name	success	outcome_bucket	exception_present	wall_clock_seconds	recorded_cost_usd	adjusted_cost_usd	known_accounting_gap_usd	cost_source	cost_confidence	input_tokens	cache_tokens	output_tokens	total_tokens
phase2	11	arm-anthropic-opus	anthropic	claude-opus-4-7	custom-memory-heap-crash	custom-memory-heap-crash__LoKsqr8	True	clean_success	False	531.874783	1.0954169999999999	1.0954169999999999	0.0	recorded_effective_cost	high	1010855.0	971459.0	14540.0	1996854.0
phase2	12	arm-anthropic-opus	anthropic	claude-opus-4-7	fix-code-vulnerability	fix-code-vulnerability__7kD6Tzx	True	clean_success	False	105.469218	0.39726325	0.39726325	0.0	recorded_effective_cost	high	455265.0	437264.0	2646.0	895175.0
phase2	13	arm-anthropic-opus	anthropic	claude-opus-4-7	fix-code-vulnerability	fix-code-vulnerability__VyFp4PJ	True	clean_success	False	117.869047	0.3111305	0.3111305	0.0	recorded_effective_cost	high	354167.0	340516.0	2223.0	696906.0
phase2	14	arm-anthropic-opus	anthropic	claude-opus-4-7	fix-code-vulnerability	fix-code-vulnerability__mig8N35	True	clean_success	False	111.970797	0.25312975000000004	0.25312975000000004	0.0	recorded_effective_cost	high	265320.0	252757.0	1930.0	520007.0
phase2	15	arm-anthropic-opus	anthropic	claude-opus-4-7	git-leak-recovery	git-leak-recovery__DihMLNV	False	exception_failure	True	169.629888	0.0	0.0	0.0	unresolved_no_token_metadata	low	0.0	0.0	0.0	0.0
phase2	16	arm-anthropic-opus	anthropic	claude-opus-4-7	git-leak-recovery	git-leak-recovery__HPB8knG	True	clean_success	False	101.978678	0.28563550000000004	0.28563550000000004	0.0	recorded_effective_cost	high	330453.0	319626.0	2327.0	652406.0
phase2	17	arm-anthropic-opus	anthropic	claude-opus-4-7	git-leak-recovery	git-leak-recovery__PH8S4sg	True	clean_success	False	107.103146	0.24942874999999998	0.24942874999999998	0.0	recorded_effective_cost	high	277523.0	267395.0	2098.0	547016.0
phase2	18	arm-anthropic-opus	anthropic	claude-opus-4-7	llm-inference-batching-scheduler	llm-inference-batching-scheduler__3cgsT7W	True	clean_success	False	1252.37272	4.40117775	4.40117775	0.0	recorded_effective_cost	high	4031036.0	3896378.0	64458.0	7991872.0
phase2	19	arm-anthropic-opus	anthropic	claude-opus-4-7	llm-inference-batching-scheduler	llm-inference-batching-scheduler__VNUW8dU	True	clean_success	False	776.212072	3.2020282499999997	3.2020282499999997	0.0	recorded_effective_cost	high	2217432.0	2099299.0	56564.0	4373295.0
phase2	20	arm-anthropic-opus	anthropic	claude-opus-4-7	llm-inference-batching-scheduler	llm-inference-batching-scheduler__sKUiXKC	True	clean_success	False	1276.708317	4.780181499999999	4.780181499999999	0.0	recorded_effective_cost	high	3269281.0	3110533.0	89312.0	6469126.0
phase2	21	arm-anthropic-opus	anthropic	claude-opus-4-7	model-extraction-relu-logits	model-extraction-relu-logits__LzDFSx3	True	clean_success	False	967.719408	1.6656300000000002	1.6656300000000002	0.0	recorded_effective_cost	high	1218798.0	1173790.0	31899.0	2424487.0
phase2	22	arm-anthropic-opus	anthropic	claude-opus-4-7	model-extraction-relu-logits	model-extraction-relu-logits__XUPbfED	False	exception_failure	True	977.004081	0.0	1.5197886173304331	1.5197886173304331	empirical_reconstructed	medium	1219406.0	1080506.0	74314.0	2374226.0
phase2	23	arm-anthropic-opus	anthropic	claude-opus-4-7	model-extraction-relu-logits	model-extraction-relu-logits__nFXA6Au	False	normal_failure	False	504.199833	1.2707807500000001	1.2707807500000001	0.0	recorded_effective_cost	high	249229.0	205959.0	35895.0	491083.0
phase2	24	arm-anthropic-opus	anthropic	claude-opus-4-7	modernize-scientific-stack	modernize-scientific-stack__4Fv6oeL	True	clean_success	False	135.895046	0.181041	0.181041	0.0	recorded_effective_cost	high	182817.0	172122.0	1126.0	356065.0
phase2	25	arm-anthropic-opus	anthropic	claude-opus-4-7	modernize-scientific-stack	modernize-scientific-stack__PqE9tmY	True	clean_success	False	100.903796	0.1800135	0.1800135	0.0	recorded_effective_cost	high	182781.0	172092.0	1087.0	355960.0
phase2	26	arm-anthropic-opus	anthropic	claude-opus-4-7	modernize-scientific-stack	modernize-scientific-stack__peYZp4S	True	clean_success	False	81.073548	0.18096600000000002	0.18096600000000002	0.0	recorded_effective_cost	high	183023.0	172272.0	1106.0	356401.0
phase2	27	arm-anthropic-opus	anthropic	claude-opus-4-7	mteb-retrieve	mteb-retrieve__KaMC6qM	False	normal_failure	False	391.645675	0.23657300000000003	0.23657300000000003	0.0	recorded_effective_cost	high	273310.0	263421.0	1723.0	538454.0
phase2	28	arm-anthropic-opus	anthropic	claude-opus-4-7	mteb-retrieve	mteb-retrieve__MRa7eVU	False	normal_failure	False	637.001604	0.18492899999999998	0.18492899999999998	0.0	recorded_effective_cost	high	195693.0	186563.0	1384.0	383640.0
phase2	29	arm-anthropic-opus	anthropic	claude-opus-4-7	mteb-retrieve	mteb-retrieve__bTtsPqB	False	normal_failure	False	421.974606	0.24978174999999997	0.24978174999999997	0.0	recorded_effective_cost	high	278842.0	268076.0	1939.0	548857.0
phase2	30	arm-anthropic-opus	anthropic	claude-opus-4-7	multi-source-data-merger	multi-source-data-merger__9oLM4d4	True	clean_success	False	110.222278	0.2473485	0.2473485	0.0	recorded_effective_cost	high	206933.0	195177.0	3052.0	405162.0
phase2	31	arm-anthropic-opus	anthropic	claude-opus-4-7	multi-source-data-merger	multi-source-data-merger__buUEcG4	True	clean_success	False	108.024884	0.26354700000000003	0.26354700000000003	0.0	recorded_effective_cost	high	234535.0	222714.0	3133.0	460382.0
phase2	32	arm-anthropic-opus	anthropic	claude-opus-4-7	multi-source-data-merger	multi-source-data-merger__jKXsMRg	True	clean_success	False	143.975511	0.262176	0.262176	0.0	recorded_effective_cost	high	207987.0	195657.0	3492.0	407136.0
phase2	33	arm-anthropic-opus	anthropic	claude-opus-4-7	nginx-request-logging	nginx-request-logging__iGYoX3A	True	clean_success	False	111.43867	0.2881865	0.2881865	0.0	recorded_effective_cost	high	337367.0	326128.0	2196.0	665691.0
phase2	34	arm-anthropic-opus	anthropic	claude-opus-4-7	nginx-request-logging	nginx-request-logging__qNRe6fn	True	clean_success	False	120.193861	0.31435325	0.31435325	0.0	recorded_effective_cost	high	368062.0	356389.0	2529.0	726980.0
phase2	35	arm-anthropic-opus	anthropic	claude-opus-4-7	nginx-request-logging	nginx-request-logging__tdvF9aV	True	clean_success	False	101.549251	0.30526725	0.30526725	0.0	recorded_effective_cost	high	347629.0	335477.0	2464.0	685570.0
phase2	36	arm-anthropic-opus	anthropic	claude-opus-4-7	openssl-selfsigned-cert	openssl-selfsigned-cert__KLsDCtw	False	normal_failure	False	102.555115	0.3060485	0.3060485	0.0	recorded_effective_cost	high	334998.0	323577.0	2916.0	661491.0
phase2	37	arm-anthropic-opus	anthropic	claude-opus-4-7	openssl-selfsigned-cert	openssl-selfsigned-cert__iXxjJfC	False	normal_failure	False	116.374117	0.3033152499999999	0.3033152499999999	0.0	recorded_effective_cost	high	334075.0	322823.0	2864.0	659762.0
phase2	38	arm-anthropic-opus	anthropic	claude-opus-4-7	openssl-selfsigned-cert	openssl-selfsigned-cert__udVUJpY	False	normal_failure	False	145.306851	0.39419049999999994	0.39419049999999994	0.0	recorded_effective_cost	high	452262.0	439121.0	3701.0	895084.0
phase2	39	arm-anthropic-opus	anthropic	claude-opus-4-7	password-recovery	password-recovery__7KSbXtw	True	clean_success	False	300.870136	0.8844924999999999	0.8844924999999999	0.0	recorded_effective_cost	high	789849.0	763870.0	13609.0	1567328.0
phase2	40	arm-anthropic-opus	anthropic	claude-opus-4-7	password-recovery	password-recovery__NVvQXHu	True	clean_success	False	234.745447	0.6918222500000001	0.6918222500000001	0.0	recorded_effective_cost	high	606154.0	584132.0	10486.0	1200772.0
phase2	41	arm-anthropic-opus	anthropic	claude-opus-4-7	password-recovery	password-recovery__QtjWU47	True	clean_success	False	294.288585	0.89174125	0.89174125	0.0	recorded_effective_cost	high	741488.0	714400.0	14611.0	1470499.0
phase2	42	arm-anthropic-opus	anthropic	claude-opus-4-7	polyglot-rust-c	polyglot-rust-c__B2ibxXf	False	normal_failure	False	820.61146	1.96510725	1.96510725	0.0	recorded_effective_cost	high	338435.0	268687.0	55794.0	662916.0
phase2	43	arm-anthropic-opus	anthropic	claude-opus-4-7	polyglot-rust-c	polyglot-rust-c__ZEsRURC	False	normal_failure	False	559.774019	1.42078675	1.42078675	0.0	recorded_effective_cost	high	384919.0	333551.0	37319.0	755789.0
phase2	44	arm-anthropic-opus	anthropic	claude-opus-4-7	polyglot-rust-c	polyglot-rust-c__gp9EYag	False	normal_failure	False	543.33864	1.4052825	1.4052825	0.0	recorded_effective_cost	high	435590.0	385420.0	35961.0	856971.0
phase2	45	arm-anthropic-opus	anthropic	claude-opus-4-7	portfolio-optimization	portfolio-optimization__99Qaq9v	True	clean_success	False	209.602997	0.40461075	0.40461075	0.0	recorded_effective_cost	high	315714.0	297584.0	5701.0	618999.0
phase2	46	arm-anthropic-opus	anthropic	claude-opus-4-7	portfolio-optimization	portfolio-optimization__GHspKHf	True	clean_success	False	258.911477	0.40413825000000003	0.40413825000000003	0.0	recorded_effective_cost	high	346515.0	328954.0	5197.0	680666.0
phase2	47	arm-anthropic-opus	anthropic	claude-opus-4-7	portfolio-optimization	portfolio-optimization__zEbuXsv	True	clean_success	False	220.119209	0.47638050000000004	0.47638050000000004	0.0	recorded_effective_cost	high	321185.0	295036.0	6618.0	622839.0
phase2	48	arm-anthropic-opus	anthropic	claude-opus-4-7	query-optimize	query-optimize__RvYRWBz	False	normal_failure	False	531.292743	0.32100875	0.32100875	0.0	recorded_effective_cost	high	303264.0	288930.0	3479.0	595673.0
phase2	49	arm-anthropic-opus	anthropic	claude-opus-4-7	query-optimize	query-optimize__n5LGq4q	True	clean_success	False	556.312828	0.34969075000000005	0.34969075000000005	0.0	recorded_effective_cost	high	291391.0	277719.0	5016.0	574126.0
phase2	50	arm-anthropic-opus	anthropic	claude-opus-4-7	query-optimize	query-optimize__zLWpb9x	True	clean_success	False	782.168907	0.37560625	0.37560625	0.0	recorded_effective_cost	high	316698.0	302615.0	5452.0	624765.0
phase2	51	arm-anthropic-opus	anthropic	claude-opus-4-7	schemelike-metacircular-eval	schemelike-metacircular-eval__AjoMAwF	True	clean_success	False	1332.020411	4.914739999999999	4.914739999999999	0.0	recorded_effective_cost	high	3160614.0	2954285.0	85924.0	6200823.0
phase2	52	arm-anthropic-opus	anthropic	claude-opus-4-7	schemelike-metacircular-eval	schemelike-metacircular-eval__XLinXnA	True	exception_with_success_signal	True	2606.857946	0.0	9.116447757219893	9.116447757219893	empirical_reconstructed	medium	7133152.0	6951210.0	157426.0	14241788.0
phase2	53	arm-anthropic-opus	anthropic	claude-opus-4-7	schemelike-metacircular-eval	schemelike-metacircular-eval__xybDmiL	True	exception_with_success_signal	True	2507.504132	0.0	6.906697898439979	6.906697898439979	empirical_reconstructed	medium	5494967.0	5126890.0	167842.0	10789699.0
phase2	54	arm-anthropic-opus	anthropic	claude-opus-4-7	sqlite-db-truncate	sqlite-db-truncate__TNB6GHP	True	clean_success	False	114.814783	0.26365425	0.26365425	0.0	recorded_effective_cost	high	176237.0	163511.0	4095.0	343843.0
phase2	55	arm-anthropic-opus	anthropic	claude-opus-4-7	sqlite-db-truncate	sqlite-db-truncate__a6oJeV8	True	clean_success	False	139.826025	0.31817175	0.31817175	0.0	recorded_effective_cost	high	228693.0	215451.0	5108.0	449252.0
phase2	56	arm-anthropic-opus	anthropic	claude-opus-4-7	sqlite-db-truncate	sqlite-db-truncate__oWdjUWd	True	clean_success	False	213.282987	0.5579437500000001	0.5579437500000001	0.0	recorded_effective_cost	high	274612.0	253485.0	11967.0	540064.0
phase2	57	arm-anthropic-opus	anthropic	claude-opus-4-7	torch-pipeline-parallelism	torch-pipeline-parallelism__ZkGbiDX	True	clean_success	False	701.190239	0.7428235	0.7428235	0.0	recorded_effective_cost	high	263333.0	237507.0	18507.0	519347.0
phase2	58	arm-anthropic-opus	anthropic	claude-opus-4-7	torch-pipeline-parallelism	torch-pipeline-parallelism__b5JvTHw	True	clean_success	False	948.256688	1.0210775	1.0210775	0.0	recorded_effective_cost	high	223354.0	187760.0	28190.0	439304.0
phase2	59	arm-anthropic-opus	anthropic	claude-opus-4-7	torch-pipeline-parallelism	torch-pipeline-parallelism__d26CTer	True	clean_success	False	765.901796	0.8810779999999999	0.8810779999999999	0.0	recorded_effective_cost	high	253518.0	223121.0	23182.0	499821.0
phase2	60	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	build-cython-ext	build-cython-ext__CgebAHB	True	clean_success	False	270.677627	0.6813317999999999	0.6813317999999999	0.0	recorded_effective_cost	high	1446826.0	1410576.0	8277.0	2865679.0
phase2	61	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	build-cython-ext	build-cython-ext__Wj7rHFw	True	clean_success	False	337.421355	1.1924253	1.1924253	0.0	recorded_effective_cost	high	2616609.0	2559716.0	14171.0	5190496.0
phase2	62	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	build-cython-ext	build-cython-ext__m7UNzrf	True	clean_success	False	308.383804	0.9447088499999999	0.9447088499999999	0.0	recorded_effective_cost	high	2207644.0	2165187.0	9264.0	4382095.0
phase2	63	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	cancel-async-tasks	cancel-async-tasks__D9FAm7f	False	normal_failure	False	103.475872	0.06827055	0.06827055	0.0	recorded_effective_cost	high	36121.0	28951.0	2180.0	67252.0
phase2	64	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	cancel-async-tasks	cancel-async-tasks__LwRu67e	False	normal_failure	False	90.42932	0.06978555	0.06978555	0.0	recorded_effective_cost	high	36189.0	28951.0	2264.0	67404.0
phase2	65	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	cancel-async-tasks	cancel-async-tasks__b9jqw6F	False	normal_failure	False	192.291596	0.09585554999999998	0.09585554999999998	0.0	recorded_effective_cost	high	37593.0	28951.0	3651.0	70195.0
phase2	66	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	configure-git-webserver	configure-git-webserver__Akc8gfY	True	clean_success	False	102.895811	0.14121540000000002	0.14121540000000002	0.0	recorded_effective_cost	high	262496.0	254168.0	2254.0	518918.0
phase2	67	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	configure-git-webserver	configure-git-webserver__EEb6kf8	True	clean_success	False	105.844177	0.13128599999999999	0.13128599999999999	0.0	recorded_effective_cost	high	241937.0	234005.0	2090.0	478032.0
phase2	68	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	configure-git-webserver	configure-git-webserver__KbcJ8mC	True	clean_success	False	104.583423	0.15046604999999996	0.15046604999999996	0.0	recorded_effective_cost	high	284224.0	275531.0	2350.0	562105.0
phase2	69	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	custom-memory-heap-crash	custom-memory-heap-crash__7mWNxUU	True	clean_success	False	321.8343	0.45963750000000003	0.45963750000000003	0.0	recorded_effective_cost	high	477892.0	442320.0	12908.0	933120.0
phase2	70	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	custom-memory-heap-crash	custom-memory-heap-crash__CMvKxBo	True	clean_success	False	630.048391	0.8557041000000001	0.8557041000000001	0.0	recorded_effective_cost	high	789045.0	732692.0	28429.0	1550166.0
phase2	71	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	custom-memory-heap-crash	custom-memory-heap-crash__eY87Q8u	True	clean_success	False	345.530075	0.5191098	0.5191098	0.0	recorded_effective_cost	high	541756.0	511986.0	16940.0	1070682.0
phase2	72	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	fix-code-vulnerability	fix-code-vulnerability__WF3tEJJ	True	clean_success	False	206.270276	0.43358330000000006	0.43358330000000006	0.0	recorded_effective_cost	high	391658.0	373433.0	3229.0	768320.0
phase2	73	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	fix-code-vulnerability	fix-code-vulnerability__hdyxGnG	True	clean_success	False	242.734237	0.6143914499999998	0.6143914499999998	0.0	recorded_effective_cost	high	683582.0	651432.0	6491.0	1341505.0
phase2	74	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	fix-code-vulnerability	fix-code-vulnerability__vHsDHLU	True	clean_success	False	153.985441	0.8141815499999999	0.8141815499999999	0.0	recorded_effective_cost	high	1684683.0	1618956.0	5530.0	3309169.0
phase2	75	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	git-leak-recovery	git-leak-recovery__7LjGTYA	True	clean_success	False	81.67234	0.0791658	0.0791658	0.0	recorded_effective_cost	high	126686.0	119706.0	1139.0	247531.0
phase2	76	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	git-leak-recovery	git-leak-recovery__Ed6Vw4j	True	clean_success	False	72.919601	0.09596685	0.09596685	0.0	recorded_effective_cost	high	166191.0	158502.0	1306.0	325999.0
phase2	77	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	git-leak-recovery	git-leak-recovery__Ju5WauU	True	clean_success	False	73.919726	0.07281614999999998	0.07281614999999998	0.0	recorded_effective_cost	high	108057.0	101163.0	1108.0	210328.0
phase2	78	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	llm-inference-batching-scheduler	llm-inference-batching-scheduler__ee8M9jR	True	clean_success	False	1697.01363	2.8239817000000005	2.8239817000000005	0.0	recorded_effective_cost	high	1647793.0	1500159.0	118508.0	3266460.0
phase2	79	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	llm-inference-batching-scheduler	llm-inference-batching-scheduler__m5LUdtb	False	exception_failure	True	1854.337646	0.0	0.19369917895691086	0.19369917895691086	empirical_reconstructed	medium	144705.0	98142.0	97088.0	339935.0
phase2	80	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	llm-inference-batching-scheduler	llm-inference-batching-scheduler__me87Ty9	True	clean_success	False	1064.860237	1.7734243499999998	1.7734243499999998	0.0	recorded_effective_cost	high	397916.0	304182.0	49424.0	751522.0
phase2	81	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	model-extraction-relu-logits	model-extraction-relu-logits__4oF9NFM	False	normal_failure	False	553.944219	0.9198628999999999	0.9198628999999999	0.0	recorded_effective_cost	high	673077.0	627252.0	35861.0	1336190.0
phase2	82	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	model-extraction-relu-logits	model-extraction-relu-logits__6emQBZB	False	normal_failure	False	404.055348	0.5805514500000001	0.5805514500000001	0.0	recorded_effective_cost	high	290572.0	257744.0	25342.0	573658.0
phase2	83	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	model-extraction-relu-logits	model-extraction-relu-logits__oWVhfzg	True	exception_with_success_signal	True	1089.002373	0.0	0.8132544944799147	0.8132544944799147	empirical_reconstructed	medium	720181.0	646962.0	60089.0	1427232.0
phase2	84	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	modernize-scientific-stack	modernize-scientific-stack__fDKZVg5	True	clean_success	False	77.918793	0.06862410000000001	0.06862410000000001	0.0	recorded_effective_cost	high	76467.0	68087.0	1130.0	145684.0
phase2	85	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	modernize-scientific-stack	modernize-scientific-stack__nYC7sGD	True	clean_success	False	72.317424	0.0720723	0.0720723	0.0	recorded_effective_cost	high	76681.0	67771.0	1254.0	145706.0
phase2	86	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	modernize-scientific-stack	modernize-scientific-stack__rTnNT73	True	clean_success	False	96.891608	0.0667419	0.0667419	0.0	recorded_effective_cost	high	76368.0	68038.0	1018.0	145424.0
phase2	87	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	mteb-retrieve	mteb-retrieve__Xg6scC7	False	normal_failure	False	366.019619	0.05388915	0.05388915	0.0	recorded_effective_cost	high	70113.0	64093.0	806.0	135012.0
phase2	88	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	mteb-retrieve	mteb-retrieve__gR8ukuP	False	normal_failure	False	349.592683	0.0613116	0.0613116	0.0	recorded_effective_cost	high	88099.0	81887.0	897.0	170883.0
phase2	89	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	mteb-retrieve	mteb-retrieve__z4FS6rr	False	normal_failure	False	358.068272	0.053772900000000005	0.053772900000000005	0.0	recorded_effective_cost	high	70149.0	64118.0	795.0	135062.0
phase2	90	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	multi-source-data-merger	multi-source-data-merger__ATPi569	True	clean_success	False	98.929513	0.11445885	0.11445885	0.0	recorded_effective_cost	high	116284.0	106722.0	3106.0	226112.0
phase2	91	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	multi-source-data-merger	multi-source-data-merger__E5wXeWN	True	clean_success	False	95.607495	0.11951685000000001	0.11951685000000001	0.0	recorded_effective_cost	high	136808.0	127267.0	3047.0	267122.0
phase2	92	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	multi-source-data-merger	multi-source-data-merger__hhnMqyz	True	clean_success	False	85.382211	0.0957531	0.0957531	0.0	recorded_effective_cost	high	95665.0	87067.0	2493.0	185225.0
phase2	93	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	nginx-request-logging	nginx-request-logging__4KqbtZZ	True	clean_success	False	76.474843	0.10004265	0.10004265	0.0	recorded_effective_cost	high	169280.0	161313.0	1452.0	332045.0
phase2	94	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	nginx-request-logging	nginx-request-logging__KBVuZME	True	clean_success	False	80.376234	0.11242484999999999	0.11242484999999999	0.0	recorded_effective_cost	high	191039.0	182727.0	1763.0	375529.0
phase2	95	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	nginx-request-logging	nginx-request-logging__sbs8MCo	True	clean_success	False	83.100305	0.10853085	0.10853085	0.0	recorded_effective_cost	high	172677.0	164232.0	1840.0	338749.0
phase2	96	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	openssl-selfsigned-cert	openssl-selfsigned-cert__ECa42bf	True	clean_success	False	71.341411	0.10014329999999999	0.10014329999999999	0.0	recorded_effective_cost	high	163340.0	155936.0	1707.0	320983.0
phase2	97	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	openssl-selfsigned-cert	openssl-selfsigned-cert__hWYU75c	True	clean_success	False	80.438602	0.1183053	0.1183053	0.0	recorded_effective_cost	high	203650.0	195556.0	1953.0	401159.0
phase2	98	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	openssl-selfsigned-cert	openssl-selfsigned-cert__mobWHxj	True	clean_success	False	79.15701	0.10357079999999999	0.10357079999999999	0.0	recorded_effective_cost	high	165425.0	157661.0	1811.0	324897.0
phase2	99	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	password-recovery	password-recovery__4hsC7TJ	True	clean_success	False	595.292654	1.1658859499999998	1.1658859499999998	0.0	recorded_effective_cost	high	1539190.0	1487124.0	34975.0	3061289.0
phase2	100	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	password-recovery	password-recovery__8uMGSYA	True	clean_success	False	469.105668	0.98952225	0.98952225	0.0	recorded_effective_cost	high	1462807.0	1420585.0	27009.0	2910401.0
phase2	101	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	password-recovery	password-recovery__m88Ln2C	True	clean_success	False	687.762182	1.3001144999999998	1.3001144999999998	0.0	recorded_effective_cost	high	1695876.0	1639795.0	39869.0	3375540.0
phase2	102	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	polyglot-rust-c	polyglot-rust-c__LCaY5Q3	False	normal_failure	False	541.985054	0.67885935	0.67885935	0.0	recorded_effective_cost	high	209024.0	167267.0	31473.0	407764.0
phase2	103	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	polyglot-rust-c	polyglot-rust-c__k9BM5x9	False	exception_failure	True	959.176888	0.0	0.03474829991366096	0.03474829991366096	empirical_reconstructed	medium	17069.0	11913.0	32000.0	60982.0
phase2	104	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	polyglot-rust-c	polyglot-rust-c__txk9m6G	False	exception_failure	True	976.106188	0.0	0.06727490127097145	0.06727490127097145	empirical_reconstructed	medium	34179.0	23826.0	60060.0	118065.0
phase2	105	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	portfolio-optimization	portfolio-optimization__AXktwrb	True	clean_success	False	192.184483	0.18338595	0.18338595	0.0	recorded_effective_cost	high	161027.0	145994.0	5548.0	312569.0
phase2	106	arm-anthropic-sonnet	anthropic	claude-sonnet-4-6	portfolio-optimization	portfolio-optimization__aQnwnbw	True	clean_success	False	247.902507	0.2168358	0.2168358	0.0	recorded_effective_cost	high	167784.0	151056.0	7253.0	326093.0
