arm_id	task_id	attempt_count	success_count	normal_failure_count	exception_count	suspect_noop_count	missing_cost_count	representative_exception_type	review_status	qualitative_summary
router-deepseek-flash	terminal-bench-2.0:cancel-async-tasks	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:configure-git-webserver	3	2	1	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:fix-code-vulnerability	3	2	1	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:llm-inference-batching-scheduler	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:model-extraction-relu-logits	3	0	3	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:mteb-retrieve	3	0	3	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:openssl-selfsigned-cert	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:password-recovery	3	1	1	1	0	1	exception_info	pending	""
router-deepseek-flash	terminal-bench-2.0:polyglot-rust-c	3	0	0	3	0	3	exception_info	pending	""
router-deepseek-flash	terminal-bench-2.0:portfolio-optimization	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:query-optimize	3	2	0	1	0	0	exception_info	pending	""
router-deepseek-flash	terminal-bench-2.0:schemelike-metacircular-eval	3	0	0	3	0	3	exception_info	pending	""
router-deepseek-flash	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-deepseek-flash	terminal-bench-2.0:torch-pipeline-parallelism	3	0	3	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:build-cython-ext	3	1	2	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:cancel-async-tasks	3	0	3	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:configure-git-webserver	3	2	1	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:llm-inference-batching-scheduler	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:model-extraction-relu-logits	3	1	1	1	0	1	exception_info	pending	""
router-deepseek-pro	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:mteb-retrieve	3	1	2	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:openssl-selfsigned-cert	3	1	2	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:password-recovery	3	2	1	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:polyglot-rust-c	3	0	0	3	0	3	exception_info	pending	""
router-deepseek-pro	terminal-bench-2.0:portfolio-optimization	3	2	1	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:query-optimize	3	0	0	3	0	0	exception_info	pending	""
router-deepseek-pro	terminal-bench-2.0:schemelike-metacircular-eval	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-deepseek-pro	terminal-bench-2.0:torch-pipeline-parallelism	3	0	3	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:build-cython-ext	3	1	0	2	0	2	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:cancel-async-tasks	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:configure-git-webserver	3	1	0	3	0	3	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:fix-code-vulnerability	3	2	0	1	0	1	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:git-leak-recovery	3	2	0	1	0	1	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:llm-inference-batching-scheduler	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:model-extraction-relu-logits	3	0	2	1	0	1	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:mteb-retrieve	3	1	2	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:multi-source-data-merger	3	3	0	1	0	1	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:openssl-selfsigned-cert	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:password-recovery	3	0	0	3	0	3	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:polyglot-rust-c	3	0	2	1	0	1	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:portfolio-optimization	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:query-optimize	3	1	0	2	0	2	exception_info	pending	""
router-gemini-3.1-pro	terminal-bench-2.0:schemelike-metacircular-eval	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-gemini-3.1-pro	terminal-bench-2.0:torch-pipeline-parallelism	3	0	2	1	0	1	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:build-cython-ext	3	0	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:cancel-async-tasks	3	1	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:configure-git-webserver	3	0	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:custom-memory-heap-crash	3	0	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:fix-code-vulnerability	3	1	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:git-leak-recovery	3	0	2	1	0	1	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:llm-inference-batching-scheduler	3	1	0	2	0	2	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:model-extraction-relu-logits	3	0	1	2	0	2	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:modernize-scientific-stack	3	2	1	1	0	1	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:mteb-retrieve	3	0	1	1	1	2	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:multi-source-data-merger	3	2	0	1	0	1	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:nginx-request-logging	3	2	0	2	0	2	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:openssl-selfsigned-cert	3	0	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:password-recovery	3	0	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:polyglot-rust-c	3	0	2	0	1	1		pending	""
router-gemini-flash	terminal-bench-2.0:portfolio-optimization	3	2	0	1	0	0	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:query-optimize	3	0	0	3	0	3	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:schemelike-metacircular-eval	3	1	0	2	0	2	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:sqlite-db-truncate	3	1	0	2	0	2	exception_info	pending	""
router-gemini-flash	terminal-bench-2.0:torch-pipeline-parallelism	3	0	1	2	0	2	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:build-cython-ext	3	1	1	1	0	1	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:cancel-async-tasks	3	1	2	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:configure-git-webserver	3	2	1	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:llm-inference-batching-scheduler	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:model-extraction-relu-logits	3	0	0	3	0	3	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:mteb-retrieve	3	0	3	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:nginx-request-logging	3	2	0	1	0	1	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:openssl-selfsigned-cert	3	2	0	1	0	1	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:password-recovery	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:polyglot-rust-c	3	0	2	1	0	1	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:portfolio-optimization	3	3	0	0	0	0		pending	""
router-glm-5.1	terminal-bench-2.0:query-optimize	3	0	0	3	0	3	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:schemelike-metacircular-eval	3	1	0	2	0	1	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:sqlite-db-truncate	3	2	0	1	0	1	exception_info	pending	""
router-glm-5.1	terminal-bench-2.0:torch-pipeline-parallelism	3	1	0	3	0	3	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:build-cython-ext	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:cancel-async-tasks	3	0	3	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:configure-git-webserver	3	0	3	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	1	0	1	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:llm-inference-batching-scheduler	3	1	0	3	0	3	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:model-extraction-relu-logits	3	0	0	3	0	3	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:mteb-retrieve	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:openssl-selfsigned-cert	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:password-recovery	3	2	0	1	0	1	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:polyglot-rust-c	3	1	0	2	0	2	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:portfolio-optimization	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:query-optimize	3	0	0	3	0	1	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:schemelike-metacircular-eval	3	1	0	3	0	3	exception_info	pending	""
router-glm-5.2	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-glm-5.2	terminal-bench-2.0:torch-pipeline-parallelism	3	0	0	3	0	3	exception_info	pending	""
router-gpt-5.4	terminal-bench-2.0:build-cython-ext	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:cancel-async-tasks	3	1	2	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:configure-git-webserver	3	2	1	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:llm-inference-batching-scheduler	3	2	0	1	0	0	exception_info	pending	""
router-gpt-5.4	terminal-bench-2.0:model-extraction-relu-logits	3	0	3	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:mteb-retrieve	3	0	3	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:openssl-selfsigned-cert	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:password-recovery	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:polyglot-rust-c	3	0	1	2	0	2	exception_info	pending	""
router-gpt-5.4	terminal-bench-2.0:portfolio-optimization	3	2	1	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:query-optimize	3	0	0	3	0	1	exception_info	pending	""
router-gpt-5.4	terminal-bench-2.0:schemelike-metacircular-eval	3	2	1	1	0	1	exception_info	pending	""
router-gpt-5.4	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-gpt-5.4	terminal-bench-2.0:torch-pipeline-parallelism	3	0	3	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:build-cython-ext	3	2	1	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:cancel-async-tasks	3	2	1	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:configure-git-webserver	3	1	2	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:llm-inference-batching-scheduler	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:model-extraction-relu-logits	3	0	1	0	2	2		pending	""
router-gpt-5.5	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:mteb-retrieve	3	0	3	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:openssl-selfsigned-cert	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:password-recovery	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:polyglot-rust-c	3	0	3	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:portfolio-optimization	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:query-optimize	3	2	0	3	0	3	exception_info	pending	""
router-gpt-5.5	terminal-bench-2.0:schemelike-metacircular-eval	3	2	0	1	0	1	exception_info	pending	""
router-gpt-5.5	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-gpt-5.5	terminal-bench-2.0:torch-pipeline-parallelism	3	2	1	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:build-cython-ext	3	2	1	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:cancel-async-tasks	3	2	0	1	0	1	exception_info	pending	""
router-grok-build-0.1	terminal-bench-2.0:configure-git-webserver	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:llm-inference-batching-scheduler	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:model-extraction-relu-logits	3	0	0	3	0	2	exception_info	pending	""
router-grok-build-0.1	terminal-bench-2.0:modernize-scientific-stack	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:mteb-retrieve	3	0	3	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:openssl-selfsigned-cert	3	2	1	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:password-recovery	3	0	1	2	0	2	exception_info	pending	""
router-grok-build-0.1	terminal-bench-2.0:polyglot-rust-c	3	0	1	2	0	2	exception_info	pending	""
router-grok-build-0.1	terminal-bench-2.0:portfolio-optimization	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:query-optimize	3	0	3	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:schemelike-metacircular-eval	3	0	1	2	0	1	exception_info	pending	""
router-grok-build-0.1	terminal-bench-2.0:sqlite-db-truncate	3	3	0	0	0	0		pending	""
router-grok-build-0.1	terminal-bench-2.0:torch-pipeline-parallelism	3	0	0	3	0	3	exception_info	pending	""
router-kimi-k2.6	terminal-bench-2.0:build-cython-ext	3	1	2	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:cancel-async-tasks	3	1	2	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:configure-git-webserver	3	2	1	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:custom-memory-heap-crash	3	3	0	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:fix-code-vulnerability	3	3	0	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:git-leak-recovery	3	3	0	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:llm-inference-batching-scheduler	3	2	0	1	0	1	exception_info	pending	""
router-kimi-k2.6	terminal-bench-2.0:model-extraction-relu-logits	3	0	2	1	0	1	exception_info	pending	""
router-kimi-k2.6	terminal-bench-2.0:modernize-scientific-stack	3	2	1	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:mteb-retrieve	3	0	3	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:multi-source-data-merger	3	3	0	0	0	0		pending	""
router-kimi-k2.6	terminal-bench-2.0:nginx-request-logging	3	3	0	0	0	0		pending	""
