suite_id	arm_id	run_label	task_id	attempt_index	trial_id	exception_artifact_id	exception_artifact_dashboard_path	exception_type	missing_cost	reward	runtime_seconds	runtime_band	primary_category	secondary_category	confidence	needs_manual_review	matched_signal	matched_pattern	evidence_artifact_type	evidence_artifact_id	evidence_source_rank	classification_reason	evidence_source_artifact_types	evidence_excerpt	recommended_next_step	notes
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:model-extraction-relu-logits	24	791fda56-7e7a-4c4d-9a6c-51f1565bdf2e	edbefa05-280c-46fe-a190-f5c18eb3f427	http://127.0.0.1:3000/artifacts/edbefa05-280c-46fe-a190-f5c18eb3f427	exception_info	true	0	1030.979838	mid_exception_90_to_1200s	agent_timeout	model_loop_or_stall	high	false	AgentTimeoutError	\bAgentTimeoutError\b	exception	edbefa05-280c-46fe-a190-f5c18eb3f427	0	high confidence from direct signal `AgentTimeoutError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"er/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/trial/trial.py"", line 379, in _execute_agent raise AgentTimeoutError( f""Agent execution timed out after {self._agent_timeout_sec} seconds"" ) from e harbor.trial.trial.AgentTimeoutError: Agent execution ..."	Inspect agent transcript and runtime logs for stalled command or provider wait.	runtime_band=mid_exception_90_to_1200s; matched_rule=\bAgentTimeoutError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:multi-source-data-merger	31	e48c8bfc-4ab8-4794-8961-61c193efde01	dc088684-d85e-41df-a2aa-a3156e547421	http://127.0.0.1:3000/artifacts/dc088684-d85e-41df-a2aa-a3156e547421	exception_info	true	0	57.953895	fast_exception_under_90s	nonzero_agent_exit	provider_overloaded_or_unavailable	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	dc088684-d85e-41df-a2aa-a3156e547421	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=fast_exception_under_90s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=overload(?:ed)?
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:nginx-request-logging	36	c5158856-52cb-428e-8651-84c05d93830a	02fd81c0-1339-49d7-8e3d-681fa4127203	http://127.0.0.1:3000/artifacts/02fd81c0-1339-49d7-8e3d-681fa4127203	exception_info	true	0	49.030267	fast_exception_under_90s	nonzero_agent_exit	connection_refused_or_service_unavailable	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	02fd81c0-1339-49d7-8e3d-681fa4127203	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=fast_exception_under_90s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bConnectionRefused(?:Error)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:openssl-selfsigned-cert	37	65f2f7c1-4e43-4e1f-9592-f80dc3e43574	b1172eb6-65c9-4cca-901e-7a4314aa0e4a	http://127.0.0.1:3000/artifacts/b1172eb6-65c9-4cca-901e-7a4314aa0e4a	exception_info	true	0	44.337805	fast_exception_under_90s	nonzero_agent_exit	model_loop_or_stall	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	b1172eb6-65c9-4cca-901e-7a4314aa0e4a	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=fast_exception_under_90s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:polyglot-rust-c	43	a23d5970-e9a9-4bbd-833b-4c7e94612c50	e2063605-811d-4a0a-ba89-402f594a3039	http://127.0.0.1:3000/artifacts/e2063605-811d-4a0a-ba89-402f594a3039	exception_info	true	0	959.517623	mid_exception_90_to_1200s	agent_timeout	model_loop_or_stall	high	false	AgentTimeoutError	\bAgentTimeoutError\b	exception	e2063605-811d-4a0a-ba89-402f594a3039	0	high confidence from direct signal `AgentTimeoutError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"er/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/trial/trial.py"", line 379, in _execute_agent raise AgentTimeoutError( f""Agent execution timed out after {self._agent_timeout_sec} seconds"" ) from e harbor.trial.trial.AgentTimeoutError: Agent execution ..."	Inspect agent transcript and runtime logs for stalled command or provider wait.	runtime_band=mid_exception_90_to_1200s; matched_rule=\bAgentTimeoutError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:polyglot-rust-c	45	1f3d875e-1130-4a7c-89e3-673433602229	c12010ae-6599-4b32-9def-6ecb8afb2a33	http://127.0.0.1:3000/artifacts/c12010ae-6599-4b32-9def-6ecb8afb2a33	exception_info	true	0	60.987463	fast_exception_under_90s	nonzero_agent_exit	model_loop_or_stall	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	c12010ae-6599-4b32-9def-6ecb8afb2a33	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=fast_exception_under_90s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:query-optimize	49	1659613d-418a-4622-acbc-333161881d1d	99ecda05-4a27-48e3-8c3b-b960c6616295	http://127.0.0.1:3000/artifacts/99ecda05-4a27-48e3-8c3b-b960c6616295	exception_info	true	0	900.76962	mid_exception_90_to_1200s	nonzero_agent_exit	model_loop_or_stall	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	99ecda05-4a27-48e3-8c3b-b960c6616295	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=mid_exception_90_to_1200s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:schemelike-metacircular-eval	52	7e7183eb-c4ad-4b2b-b9cb-5e31e6f47158	2d2b89b7-4b7d-4e0f-ad08-b532d6162611	http://127.0.0.1:3000/artifacts/2d2b89b7-4b7d-4e0f-ad08-b532d6162611	exception_info	true	0	3036.183722	long_exception_over_1200s	agent_timeout	model_loop_or_stall	high	false	AgentTimeoutError	\bAgentTimeoutError\b	exception	2d2b89b7-4b7d-4e0f-ad08-b532d6162611	0	high confidence from direct signal `AgentTimeoutError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"er/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/trial/trial.py"", line 379, in _execute_agent raise AgentTimeoutError( f""Agent execution timed out after {self._agent_timeout_sec} seconds"" ) from e harbor.trial.trial.AgentTimeoutError: Agent execution ..."	Inspect agent transcript and runtime logs for stalled command or provider wait.	runtime_band=long_exception_over_1200s; matched_rule=\bAgentTimeoutError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:schemelike-metacircular-eval	53	91a28679-9597-4849-b549-ff3b103c2bb2	2d65842a-35ae-4449-ba3b-4728b187ca55	http://127.0.0.1:3000/artifacts/2d65842a-35ae-4449-ba3b-4728b187ca55	exception_info	true	0	49.235036	fast_exception_under_90s	nonzero_agent_exit	model_loop_or_stall	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	2d65842a-35ae-4449-ba3b-4728b187ca55	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=fast_exception_under_90s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:schemelike-metacircular-eval	54	612e5e12-d33d-407f-b39a-122220baf7f9	e86a281e-e8bd-4863-8b10-e409be5b491f	http://127.0.0.1:3000/artifacts/e86a281e-e8bd-4863-8b10-e409be5b491f	exception_info	true	0	2447.68969	long_exception_over_1200s	agent_timeout	model_loop_or_stall	high	false	AgentTimeoutError	\bAgentTimeoutError\b	exception	e86a281e-e8bd-4863-8b10-e409be5b491f	0	high confidence from direct signal `AgentTimeoutError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"er/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/trial/trial.py"", line 379, in _execute_agent raise AgentTimeoutError( f""Agent execution timed out after {self._agent_timeout_sec} seconds"" ) from e harbor.trial.trial.AgentTimeoutError: Agent execution ..."	Inspect agent transcript and runtime logs for stalled command or provider wait.	runtime_band=long_exception_over_1200s; matched_rule=\bAgentTimeoutError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:sqlite-db-truncate	55	331526ac-86aa-43ff-8924-52388b4c9c4b	a5376b38-faf3-413c-982c-ff611931adf0	http://127.0.0.1:3000/artifacts/a5376b38-faf3-413c-982c-ff611931adf0	exception_info	true	0	54.892823	fast_exception_under_90s	nonzero_agent_exit	model_loop_or_stall	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	a5376b38-faf3-413c-982c-ff611931adf0	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=fast_exception_under_90s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:torch-pipeline-parallelism	58	a8490ede-113d-4b7e-8a20-abd1da8b0a33	69152548-7eef-4dc1-ae33-79b1558ca370	http://127.0.0.1:3000/artifacts/69152548-7eef-4dc1-ae33-79b1558ca370	exception_info	true	0	151.065991	mid_exception_90_to_1200s	nonzero_agent_exit	model_loop_or_stall	high	false	NonZeroAgentExitCodeError	\bNonZeroAgentExitCodeError\b	exception	69152548-7eef-4dc1-ae33-79b1558ca370	0	high confidence from direct signal `NonZeroAgentExitCodeError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"r/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/agents/installed/base.py"", line 329, in _exec raise NonZeroAgentExitCodeError( ...<3 lines>... ) harbor.agents.installed.base.NonZeroAgentExitCodeError: Command failed (exit 1): export PATH=""$HOME/.local..."	Inspect trial log and result artifact for the failing command and exit code.	runtime_band=mid_exception_90_to_1200s; matched_rule=\bNonZeroAgentExitCodeError\b; secondary_rule=\bloop(?:ing)?\b
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:torch-pipeline-parallelism	60	715283d9-933b-44dc-b0ec-c4e75dcecaf8	cb1eaf3d-ecd7-4893-a2bd-3913900124cf	http://127.0.0.1:3000/artifacts/cb1eaf3d-ecd7-4893-a2bd-3913900124cf	exception_info	true	0	1054.955799	mid_exception_90_to_1200s	agent_timeout	context_length_or_payload_error	high	false	AgentTimeoutError	\bAgentTimeoutError\b	exception	cb1eaf3d-ecd7-4893-a2bd-3913900124cf	0	high confidence from direct signal `AgentTimeoutError` in exception artifact	agent_transcript,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	"er/_work/cc-deepseek-benchmark/cc-deepseek-benchmark/.venv/lib/python3.13/site-packages/harbor/trial/trial.py"", line 379, in _execute_agent raise AgentTimeoutError( f""Agent execution timed out after {self._agent_timeout_sec} seconds"" ) from e harbor.trial.trial.AgentTimeoutError: Agent execution ..."	Inspect agent transcript and runtime logs for stalled command or provider wait.	runtime_band=mid_exception_90_to_1200s; matched_rule=\bAgentTimeoutError\b; secondary_rule=context window
