phase	row_index	arm_id	backend	backend_model	task_name	trial_name	success	outcome_bucket	exception_present	wall_clock_seconds	recorded_cost_usd	adjusted_cost_usd	known_accounting_gap_usd	cost_source	cost_confidence	input_tokens	cache_tokens	output_tokens	total_tokens
phase1	11	arm-a-anthropic	anthropic	claude-sonnet-4-6	polyglot-rust-c	polyglot-rust-c__hGgrshi	False	exception_failure	True	992.203433	0.498996	0.498996	0.0	recorded_effective_cost	high	16997.0	11850.0	32000.0	60847.0
phase1	12	arm-a-anthropic	anthropic	claude-sonnet-4-6	fix-code-vulnerability	fix-code-vulnerability__KvAL5Jp	True	clean_success	False	106.626859	0.4896490499999999	0.4896490499999999	0.0	recorded_effective_cost	high	853285.0	799096.0	3115.0	1655496.0
phase1	13	arm-a-anthropic	anthropic	claude-sonnet-4-6	polyglot-rust-c	polyglot-rust-c__KMjRdxy	False	exception_failure	True	962.143756	0.498996	0.498996	0.0	recorded_effective_cost	high	16997.0	11850.0	32000.0	60847.0
phase1	14	arm-a-anthropic	anthropic	claude-sonnet-4-6	sqlite-db-truncate	sqlite-db-truncate__8GE3Kq7	True	clean_success	False	171.093505	0.2792592	0.2792592	0.0	recorded_effective_cost	high	130545.0	112094.0	11763.0	254402.0
phase1	15	arm-a-anthropic	anthropic	claude-sonnet-4-6	build-cython-ext	build-cython-ext__KrWhqwt	True	clean_success	False	238.336498	0.55568445	0.55568445	0.0	recorded_effective_cost	high	1072142.0	1039169.0	8031.0	2119342.0
phase1	16	arm-a-anthropic	anthropic	claude-sonnet-4-6	mteb-retrieve	mteb-retrieve__DccZBBK	False	normal_failure	False	466.558949	0.0662793	0.0662793	0.0	recorded_effective_cost	high	89074.0	82246.0	1067.0	172387.0
phase1	17	arm-a-anthropic	anthropic	claude-sonnet-4-6	llm-inference-batching-scheduler	llm-inference-batching-scheduler__ToZTwkm	True	clean_success	False	1496.447139	2.2019299999999995	2.2019299999999995	0.0	recorded_effective_cost	high	804724.0	703269.0	105020.0	1613013.0
phase1	18	arm-a-anthropic	anthropic	claude-sonnet-4-6	schemelike-metacircular-eval	schemelike-metacircular-eval__9MNmmS4	False	exception_failure	True	2258.432152	2.78679795	2.78679795	0.0	recorded_effective_cost	high	241400.0	153064.0	160753.0	555217.0
phase1	19	arm-a-anthropic	anthropic	claude-sonnet-4-6	configure-git-webserver	configure-git-webserver__rkmJySi	False	normal_failure	False	158.461475	0.2841021	0.2841021	0.0	recorded_effective_cost	high	454356.0	426972.0	3558.0	884886.0
phase1	20	arm-a-anthropic	anthropic	claude-sonnet-4-6	sqlite-db-truncate	sqlite-db-truncate__t5txXoE	True	clean_success	False	254.042467	0.4446132	0.4446132	0.0	recorded_effective_cost	high	171456.0	136799.0	18241.0	326496.0
phase1	21	arm-a-anthropic	anthropic	claude-sonnet-4-6	cancel-async-tasks	cancel-async-tasks__8CPXjk5	False	normal_failure	False	86.679502	0.07364505	0.07364505	0.0	recorded_effective_cost	high	36274.0	28816.0	2469.0	67559.0
phase1	22	arm-a-anthropic	anthropic	claude-sonnet-4-6	custom-memory-heap-crash	custom-memory-heap-crash__RfYp9h3	True	clean_success	False	531.77672	1.2155920499999997	1.2155920499999997	0.0	recorded_effective_cost	high	1416829.0	1315926.0	29497.0	2762252.0
phase1	23	arm-a-anthropic	anthropic	claude-sonnet-4-6	multi-source-data-merger	multi-source-data-merger__cFQNKTC	True	clean_success	False	160.225536	0.21376560000000003	0.21376560000000003	0.0	recorded_effective_cost	high	131325.0	116582.0	8234.0	256141.0
phase1	24	arm-a-anthropic	anthropic	claude-sonnet-4-6	custom-memory-heap-crash	custom-memory-heap-crash__gbnc5zZ	True	clean_success	False	641.115943	0.8567674499999999	0.8567674499999999	0.0	recorded_effective_cost	high	858992.0	814804.0	29792.0	1703588.0
phase1	25	arm-a-anthropic	anthropic	claude-sonnet-4-6	model-extraction-relu-logits	model-extraction-relu-logits__YRa2ywx	True	exception_with_success_signal	True	959.445198	1.2774747	1.2774747	0.0	recorded_effective_cost	high	317162.0	223919.0	62038.0	603119.0
phase1	26	arm-a-anthropic	anthropic	claude-sonnet-4-6	nginx-request-logging	nginx-request-logging__Me8ocNS	True	clean_success	False	84.173722	0.11111999999999998	0.11111999999999998	0.0	recorded_effective_cost	high	189388.0	181215.0	1741.0	372344.0
phase1	27	arm-a-anthropic	anthropic	claude-sonnet-4-6	fix-code-vulnerability	fix-code-vulnerability__pkq48ZE	True	clean_success	False	238.555203	0.5564923999999999	0.5564923999999999	0.0	recorded_effective_cost	high	578113.0	546997.0	7783.0	1132893.0
phase1	28	arm-a-anthropic	anthropic	claude-sonnet-4-6	git-leak-recovery	git-leak-recovery__wtKKUzG	True	clean_success	False	74.244555	0.07698764999999999	0.07698764999999999	0.0	recorded_effective_cost	high	125624.0	118883.0	1070.0	245577.0
phase1	29	arm-a-anthropic	anthropic	claude-sonnet-4-6	password-recovery	password-recovery__YqdsJym	True	clean_success	False	503.074506	0.8241136499999999	0.8241136499999999	0.0	recorded_effective_cost	high	866579.0	827633.0	28655.0	1722867.0
phase1	30	arm-a-anthropic	anthropic	claude-sonnet-4-6	query-optimize	query-optimize__WQAqsk7	False	normal_failure	False	731.210692	0.22939665	0.22939665	0.0	recorded_effective_cost	high	239497.0	225720.0	5717.0	470934.0
phase1	31	arm-a-anthropic	anthropic	claude-sonnet-4-6	cancel-async-tasks	cancel-async-tasks__vNywS2k	False	normal_failure	False	213.10884	0.2423313	0.2423313	0.0	recorded_effective_cost	high	45173.0	28816.0	11490.0	85479.0
phase1	32	arm-a-anthropic	anthropic	claude-sonnet-4-6	openssl-selfsigned-cert	openssl-selfsigned-cert__FTs4HtB	True	clean_success	False	76.040904	0.08982209999999999	0.08982209999999999	0.0	recorded_effective_cost	high	143917.0	136942.0	1506.0	282365.0
phase1	33	arm-a-anthropic	anthropic	claude-sonnet-4-6	multi-source-data-merger	multi-source-data-merger__xvdW9ma	True	clean_success	False	120.538974	0.13885955	0.13885955	0.0	recorded_effective_cost	high	99652.0	89865.0	3130.0	192647.0
phase1	34	arm-a-anthropic	anthropic	claude-sonnet-4-6	llm-inference-batching-scheduler	llm-inference-batching-scheduler__aL93sUP	False	exception_failure	True	1864.009552	2.411589	2.411589	0.0	recorded_effective_cost	high	625218.0	442800.0	115433.0	1183451.0
phase1	35	arm-a-anthropic	anthropic	claude-sonnet-4-6	configure-git-webserver	configure-git-webserver__Ayw9MG6	True	clean_success	False	107.313636	0.15142410000000003	0.15142410000000003	0.0	recorded_effective_cost	high	298622.0	290377.0	2227.0	591226.0
phase1	36	arm-a-anthropic	anthropic	claude-sonnet-4-6	configure-git-webserver	configure-git-webserver__4p42jNG	True	clean_success	False	108.936688	0.15027030000000002	0.15027030000000002	0.0	recorded_effective_cost	high	282149.0	273606.0	2413.0	558168.0
phase1	37	arm-a-anthropic	anthropic	claude-sonnet-4-6	mteb-retrieve	mteb-retrieve__2gzyvrn	False	normal_failure	False	346.587023	0.06482955	0.06482955	0.0	recorded_effective_cost	high	88716.0	82151.0	1038.0	171905.0
phase1	38	arm-a-anthropic	anthropic	claude-sonnet-4-6	nginx-request-logging	nginx-request-logging__MQdyuxV	True	clean_success	False	94.297466	0.1183695	0.1183695	0.0	recorded_effective_cost	high	192636.0	184005.0	2054.0	378695.0
phase1	39	arm-a-anthropic	anthropic	claude-sonnet-4-6	password-recovery	password-recovery__Zergwgv	True	clean_success	False	555.813926	1.1805073499999996	1.1805073499999996	0.0	recorded_effective_cost	high	1505021.0	1451287.0	36245.0	2992553.0
phase1	40	arm-a-anthropic	anthropic	claude-sonnet-4-6	password-recovery	password-recovery__zb33bSL	True	clean_success	False	193.470776	0.30620474999999997	0.30620474999999997	0.0	recorded_effective_cost	high	371792.0	354385.0	8981.0	735158.0
phase1	41	arm-a-anthropic	anthropic	claude-sonnet-4-6	portfolio-optimization	portfolio-optimization__i9KnAm9	True	clean_success	False	207.275139	0.20835945000000003	0.20835945000000003	0.0	recorded_effective_cost	high	164292.0	145954.0	6506.0	316752.0
phase1	42	arm-a-anthropic	anthropic	claude-sonnet-4-6	build-cython-ext	build-cython-ext__ttqiK6H	True	clean_success	False	296.10111	0.9536532000000003	0.9536532000000003	0.0	recorded_effective_cost	high	2054160.0	2010659.0	12609.0	4077428.0
phase1	43	arm-a-anthropic	anthropic	claude-sonnet-4-6	mteb-retrieve	mteb-retrieve__Q5DUDEp	False	normal_failure	False	342.355922	0.05470125	0.05470125	0.0	recorded_effective_cost	high	70111.0	63825.0	799.0	134735.0
phase1	44	arm-a-anthropic	anthropic	claude-sonnet-4-6	modernize-scientific-stack	modernize-scientific-stack__RMJrKVo	True	clean_success	False	92.26764	0.11105354999999999	0.11105354999999999	0.0	recorded_effective_cost	high	142245.0	131951.0	2203.0	276399.0
phase1	45	arm-a-anthropic	anthropic	claude-sonnet-4-6	fix-code-vulnerability	fix-code-vulnerability__qiSXDYi	True	clean_success	False	221.892856	0.5305765499999999	0.5305765499999999	0.0	recorded_effective_cost	high	522082.0	502475.0	4946.0	1029503.0
phase1	46	arm-a-anthropic	anthropic	claude-sonnet-4-6	torch-pipeline-parallelism	torch-pipeline-parallelism__kom9tFP	False	normal_failure	False	969.17649	0.8534194500000001	0.8534194500000001	0.0	recorded_effective_cost	high	157541.0	131009.0	47642.0	336192.0
phase1	47	arm-a-anthropic	anthropic	claude-sonnet-4-6	openssl-selfsigned-cert	openssl-selfsigned-cert__56gKyWX	True	clean_success	False	77.687074	0.09120329999999999	0.09120329999999999	0.0	recorded_effective_cost	high	144260.0	137171.0	1565.0	282996.0
phase1	48	arm-a-anthropic	anthropic	claude-sonnet-4-6	modernize-scientific-stack	modernize-scientific-stack__Z6fXHKE	True	clean_success	False	92.181206	0.06828435000000001	0.06828435000000001	0.0	recorded_effective_cost	high	76141.0	67792.0	1121.0	145054.0
phase1	49	arm-a-anthropic	anthropic	claude-sonnet-4-6	sqlite-db-truncate	sqlite-db-truncate__ayc8BeM	True	clean_success	False	154.937808	0.2451393	0.2451393	0.0	recorded_effective_cost	high	164022.0	143476.0	8337.0	315835.0
phase1	50	arm-a-anthropic	anthropic	claude-sonnet-4-6	nginx-request-logging	nginx-request-logging__4RMPLbU	True	clean_success	False	95.608736	0.13491165	0.13491165	0.0	recorded_effective_cost	high	216585.0	207298.0	2527.0	426410.0
phase1	51	arm-a-anthropic	anthropic	claude-sonnet-4-6	model-extraction-relu-logits	model-extraction-relu-logits__FWEvcCR	False	normal_failure	False	536.749514	0.88184205	0.88184205	0.0	recorded_effective_cost	high	626632.0	581386.0	35851.0	1243869.0
phase1	52	arm-a-anthropic	anthropic	claude-sonnet-4-6	torch-pipeline-parallelism	torch-pipeline-parallelism__zj5kZm4	False	normal_failure	False	949.374353	0.7662147	0.7662147	0.0	recorded_effective_cost	high	64153.0	41039.0	44482.0	149674.0
phase1	53	arm-a-anthropic	anthropic	claude-sonnet-4-6	build-cython-ext	build-cython-ext__MySeLJP	True	clean_success	False	291.476027	1.03369665	1.03369665	0.0	recorded_effective_cost	high	2300424.0	2254753.0	12429.0	4567606.0
phase1	54	arm-a-anthropic	anthropic	claude-sonnet-4-6	schemelike-metacircular-eval	schemelike-metacircular-eval__MiMgVKq	False	exception_failure	True	2491.542106	2.7738024	2.7738024	0.0	recorded_effective_cost	high	304635.0	205888.0	161053.0	671576.0
phase1	55	arm-a-anthropic	anthropic	claude-sonnet-4-6	polyglot-rust-c	polyglot-rust-c__3LFHvnu	False	exception_failure	True	970.624287	0.530991	0.530991	0.0	recorded_effective_cost	high	16997.0	0.0	32000.0	48997.0
phase1	56	arm-a-anthropic	anthropic	claude-sonnet-4-6	git-leak-recovery	git-leak-recovery__s99vsxN	True	clean_success	False	87.463875	0.0955194	0.0955194	0.0	recorded_effective_cost	high	127664.0	119868.0	2022.0	249554.0
phase1	57	arm-a-anthropic	anthropic	claude-sonnet-4-6	modernize-scientific-stack	modernize-scientific-stack__FYMgUk9	True	clean_success	False	81.779626	0.06943484999999999	0.06943484999999999	0.0	recorded_effective_cost	high	76161.0	67392.0	1121.0	144674.0
phase1	58	arm-a-anthropic	anthropic	claude-sonnet-4-6	git-leak-recovery	git-leak-recovery__X8AxqWU	True	clean_success	False	76.204373	0.0786444	0.0786444	0.0	recorded_effective_cost	high	126213.0	119343.0	1139.0	246695.0
phase1	59	arm-a-anthropic	anthropic	claude-sonnet-4-6	portfolio-optimization	portfolio-optimization__3Gp5XZi	True	clean_success	False	257.292471	0.20565210000000003	0.20565210000000003	0.0	recorded_effective_cost	high	182799.0	166817.0	6386.0	356002.0
phase1	60	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	git-leak-recovery	git-leak-recovery__vJpZkDb	True	clean_success	False	117.822484	0.013467455	0.013467455	0.0	recorded_effective_cost	high	177021.0	151040.0	1860.0	329921.0
phase1	61	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	cancel-async-tasks	cancel-async-tasks__BGEMcXb	True	clean_success	False	228.615992	0.015712867	0.015712867	0.0	recorded_effective_cost	high	136801.0	112384.0	5384.0	254569.0
phase1	62	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	model-extraction-relu-logits	model-extraction-relu-logits__3vHdKTL	False	normal_failure	False	901.176502	0.039950342	0.039950342	0.0	recorded_effective_cost	high	462076.0	429824.0	28003.0	919903.0
phase1	63	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	llm-inference-batching-scheduler	llm-inference-batching-scheduler__EHeK5HR	True	clean_success	False	1075.095393	0.083075285	0.083075285	0.0	recorded_effective_cost	high	2043931.0	1938560.0	34726.0	4017217.0
phase1	64	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	password-recovery	password-recovery__YNhswey	False	exception_failure	True	954.2094	0.05337914	0.05337914	0.0	recorded_effective_cost	high	1709684.0	1658240.0	28724.0	3396648.0
phase1	65	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	build-cython-ext	build-cython-ext__Y2ZVcqr	False	normal_failure	False	616.600605	0.044244691	0.044244691	0.0	recorded_effective_cost	high	1885191.0	1829632.0	15453.0	3730276.0
phase1	66	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	torch-pipeline-parallelism	torch-pipeline-parallelism__9p78EGt	False	normal_failure	False	737.309562	0.022543788	0.022543788	0.0	recorded_effective_cost	high	165002.0	139776.0	12717.0	317495.0
phase1	67	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	password-recovery	password-recovery__cjjQsKm	True	clean_success	False	876.08962	0.052019127	0.052019127	0.0	recorded_effective_cost	high	1521883.0	1467264.0	26369.0	3015516.0
phase1	68	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	nginx-request-logging	nginx-request-logging__9m4fWkG	True	clean_success	False	187.27206	0.016823886	0.016823886	0.0	recorded_effective_cost	high	352402.0	323712.0	3644.0	679758.0
phase1	69	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	custom-memory-heap-crash	custom-memory-heap-crash__MRWZgfo	True	clean_success	False	835.221145	0.04448136	0.04448136	0.0	recorded_effective_cost	high	800660.0	754560.0	24934.0	1580154.0
phase1	70	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	openssl-selfsigned-cert	openssl-selfsigned-cert__4cN6UKL	True	clean_success	False	237.051379	0.017861941	0.017861941	0.0	recorded_effective_cost	high	506643.0	479872.0	5146.0	991661.0
phase1	71	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	query-optimize	query-optimize__XUnXxzB	True	clean_success	False	699.725909	0.021763282000000002	0.021763282000000002	0.0	recorded_effective_cost	high	300406.0	267904.0	7648.0	575958.0
phase1	72	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	query-optimize	query-optimize__wUFa9Ha	True	clean_success	False	691.222843	0.018219917000000002	0.018219917000000002	0.0	recorded_effective_cost	high	260281.0	230144.0	4915.0	495340.0
phase1	73	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	configure-git-webserver	configure-git-webserver__6y8qtE9	True	clean_success	False	153.312685	0.014124392000000001	0.014124392000000001	0.0	recorded_effective_cost	high	258210.0	232064.0	2195.0	492469.0
phase1	74	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	sqlite-db-truncate	sqlite-db-truncate__2gjkSgR	True	clean_success	False	618.338627	0.033431925	0.033431925	0.0	recorded_effective_cost	high	215635.0	180480.0	20098.0	416213.0
phase1	75	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	nginx-request-logging	nginx-request-logging__uTx6HAf	True	clean_success	False	195.094825	0.017689072	0.017689072	0.0	recorded_effective_cost	high	379734.0	350464.0	4237.0	734435.0
phase1	76	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	openssl-selfsigned-cert	openssl-selfsigned-cert__BFHHxAV	True	clean_success	False	152.747921	0.015229263	0.015229263	0.0	recorded_effective_cost	high	333095.0	306816.0	3087.0	642998.0
phase1	77	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	llm-inference-batching-scheduler	llm-inference-batching-scheduler__vzTW43h	True	clean_success	False	1740.027147	0.09084308	0.09084308	0.0	recorded_effective_cost	high	3162500.0	3092480.0	56522.0	6311502.0
phase1	78	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	mteb-retrieve	mteb-retrieve__iCcXTVV	False	normal_failure	False	401.47604	0.012761159999999999	0.012761159999999999	0.0	recorded_effective_cost	high	125760.0	99840.0	1292.0	226892.0
phase1	79	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	portfolio-optimization	portfolio-optimization__J9k9inR	True	clean_success	False	385.143058	0.02030348	0.02030348	0.0	recorded_effective_cost	high	214134.0	181760.0	6393.0	402287.0
phase1	80	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	sqlite-db-truncate	sqlite-db-truncate__BVBwZBk	True	clean_success	False	905.256435	0.043653583999999995	0.043653583999999995	0.0	recorded_effective_cost	high	484554.0	445568.0	28827.0	958949.0
phase1	81	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	schemelike-metacircular-eval	schemelike-metacircular-eval__aUXXJ5Y	True	clean_success	False	1658.825284	0.069247621	0.069247621	0.0	recorded_effective_cost	high	1689179.0	1641472.0	48902.0	3379553.0
phase1	82	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	password-recovery	password-recovery__pTM7Ad8	True	exception_with_success_signal	True	960.953003	0.030406993	0.030406993	0.0	recorded_effective_cost	high	801547.0	766336.0	14152.0	1582035.0
phase1	83	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	llm-inference-batching-scheduler	llm-inference-batching-scheduler__FonJTGt	False	normal_failure	False	1499.812686	0.107169384	0.107169384	0.0	recorded_effective_cost	high	2344664.0	2212608.0	47936.0	4605208.0
phase1	84	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	schemelike-metacircular-eval	schemelike-metacircular-eval__iytgkhD	True	clean_success	False	2354.69861	0.111717628	0.111717628	0.0	recorded_effective_cost	high	3209314.0	3116416.0	68977.0	6394707.0
phase1	85	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	fix-code-vulnerability	fix-code-vulnerability__7TNczkL	True	clean_success	False	492.588053	0.060459577	0.060459577	0.0	recorded_effective_cost	high	1164285.0	1062784.0	14315.0	2241384.0
phase1	86	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	model-extraction-relu-logits	model-extraction-relu-logits__EEGAzT4	False	exception_failure	True	949.386267	0.04368676	0.04368676	0.0	recorded_effective_cost	high	409626.0	376960.0	32311.0	818897.0
phase1	87	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	torch-pipeline-parallelism	torch-pipeline-parallelism__i3Gpriw	False	normal_failure	False	912.951571	0.026232327	0.026232327	0.0	recorded_effective_cost	high	177579.0	152064.0	16761.0	346404.0
phase1	88	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	build-cython-ext	build-cython-ext__gokfKRH	True	clean_success	False	701.314486	0.046626113000000004	0.046626113000000004	0.0	recorded_effective_cost	high	2322897.0	2268416.0	16901.0	4608214.0
phase1	89	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	polyglot-rust-c	polyglot-rust-c__yjLqniM	False	exception_failure	True	966.94192	0.0	0.0	0.0	recorded_effective_cost	high	0.0	0.0	0.0	0.0
phase1	90	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	fix-code-vulnerability	fix-code-vulnerability__cNwhtYR	True	clean_success	False	712.656328	0.06301862400000001	0.06301862400000001	0.0	recorded_effective_cost	high	2393162.0	2308608.0	20539.0	4722309.0
phase1	91	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	query-optimize	query-optimize__GjahfUG	False	normal_failure	False	736.916225	0.022335423	0.022335423	0.0	recorded_effective_cost	high	241475.0	206976.0	7561.0	456012.0
phase1	92	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	configure-git-webserver	configure-git-webserver__bcdJ3D7	True	clean_success	False	230.769812	0.017814932000000002	0.017814932000000002	0.0	recorded_effective_cost	high	637940.0	610304.0	4116.0	1252360.0
phase1	93	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	openssl-selfsigned-cert	openssl-selfsigned-cert__Y6cD7Zf	True	clean_success	False	235.439955	0.017978782	0.017978782	0.0	recorded_effective_cost	high	477082.0	450304.0	5400.0	932786.0
phase1	94	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	multi-source-data-merger	multi-source-data-merger__yquGJuF	True	clean_success	False	154.413231	0.013954481000000001	0.013954481000000001	0.0	recorded_effective_cost	high	130267.0	104192.0	2568.0	237027.0
phase1	95	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	mteb-retrieve	mteb-retrieve__aBuUcUi	False	normal_failure	False	718.465125	0.025315405	0.025315405	0.0	recorded_effective_cost	high	895191.0	862720.0	9268.0	1767179.0
phase1	96	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	sqlite-db-truncate	sqlite-db-truncate__vDXsVNx	True	clean_success	False	463.322627	0.025634433999999998	0.025634433999999998	0.0	recorded_effective_cost	high	298460.0	270208.0	14213.0	582881.0
phase1	97	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	configure-git-webserver	configure-git-webserver__E3oXzck	False	normal_failure	False	135.551782	0.013871308999999998	0.013871308999999998	0.0	recorded_effective_cost	high	181821.0	155648.0	2209.0	339678.0
phase1	98	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	custom-memory-heap-crash	custom-memory-heap-crash__rieutcd	True	clean_success	False	1896.68672	0.08654403299999999	0.08654403299999999	0.0	recorded_effective_cost	high	3877843.0	3820416.0	54844.0	7753103.0
phase1	99	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	mteb-retrieve	mteb-retrieve__CfSZwrM	True	clean_success	False	524.241747	0.017339013	0.017339013	0.0	recorded_effective_cost	high	357279.0	329856.0	4844.0	691979.0
phase1	100	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	torch-pipeline-parallelism	torch-pipeline-parallelism__yXv8kmD	False	normal_failure	False	1008.088427	0.029538269	0.029538269	0.0	recorded_effective_cost	high	272013.0	245888.0	19865.0	537766.0
phase1	101	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	git-leak-recovery	git-leak-recovery__tu25wYt	True	clean_success	False	152.197716	0.015384326	0.015384326	0.0	recorded_effective_cost	high	285466.0	257792.0	2772.0	546030.0
phase1	102	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	portfolio-optimization	portfolio-optimization__KiZoZc5	True	clean_success	False	308.495587	0.018461864	0.018461864	0.0	recorded_effective_cost	high	245278.0	217088.0	6221.0	468587.0
phase1	103	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	modernize-scientific-stack	modernize-scientific-stack__HQgQYbg	True	clean_success	False	112.835244	0.01303927	0.01303927	0.0	recorded_effective_cost	high	103272.0	77440.0	1749.0	182461.0
phase1	104	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	schemelike-metacircular-eval	schemelike-metacircular-eval__QWqfeXq	True	clean_success	False	1719.27107	0.069338391	0.069338391	0.0	recorded_effective_cost	high	2369977.0	2324352.0	47202.0	4741531.0
phase1	105	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	modernize-scientific-stack	modernize-scientific-stack__szw4MBm	True	clean_success	False	118.327254	0.013028511000000001	0.013028511000000001	0.0	recorded_effective_cost	high	129185.0	102912.0	1410.0	233507.0
phase1	106	arm-b-deepseek-pro	deepseek	deepseek-v4-pro	modernize-scientific-stack	modernize-scientific-stack__sz8YDga	True	clean_success	False	142.506688	0.014921688999999998	0.014921688999999998	0.0	recorded_effective_cost	high	266561.0	239488.0	2617.0	508666.0
